Code,Name,Officialname,Registration_number,Keph level,Facility type,Facility_type_category,Owner,Owner type,Regulatory body,Beds,Cots,Beds and Cots,County,Constituency,Sub county,Ward,Operation status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Service_names,Approved,Public visible,Closed,latitude,longitude
13158,Radiant Pangani Hospital,Radiant Pangani Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,0,Nairobi,Starehe,Starehe,Pangani,Operational,No,No,No,No,,Yes,Yes,No,,
13858,Ntimaru Sub County Hospital,Ntimaru Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,16,0,16,Migori,Kuria East,Kuria East,Ntimaru West,Operational,Yes,No,No,No,,Yes,Yes,No,,
13864,Nyabondo Mission Hospital,Nyabondo Mission Hospital,,Level 4,Primary care hospitals,HOSPITALS,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,250,25,275,Kisumu,Nyakach,Nyakach,South East Nyakach,Operational,Yes,No,Yes,No,,Yes,Yes,No,-0.38168,34.97848
13867,Nyacheki Sub County Hospital,Nyacheki Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,32,0,32,Kisii,Bobasi,Bobasi,Nyacheki,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
13856,Nightingale Medical Centre,Nightingale Medical Centre,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,43,2,45,Kisumu,Kisumu Central,Kisumu Central,Kondele,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
15913,Jumuia Mission Hospital Kaimosi,Jumuia Mission Hospital Kaimosi,,Level 4,Primary care hospitals,HOSPITALS,Other Faith Based,Faith Based Organization,Kenya MPDB,50,10,60,Vihiga,Hamisi,Hamisi,Shiru,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
15200,Soin sub county hospital,Soin Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,12,7,19,Nakuru,Rongai,Rongai,Soin,Operational,Yes,No,No,No,,Yes,Yes,No,,
13880,Nyahera Sub Sub County Hospital,Nyahera Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,16,0,16,Kisumu,Kisumu West,Kisumu West,Kisumu North,Operational,No,No,No,No,,Yes,Yes,No,,
13891,Nyamache Sub County Referral Hospital,Nyamache Sub County Referral Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,55,1,56,Kisii,Bobasi,Bobasi,Basi Central,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
13892,Nyamagundo sub county hospital,Nyamagundo sub county hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kisii,Bonchari,Bonchari,Bomariba,Operational,No,No,No,No,,Yes,Yes,No,,
13903,Nyamasibi Sub-County Hospital,Nyamasibi Sub-County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,1,0,1,Kisii,Nyaribari Masaba,Nyaribari Masaba,Nyamasibi,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
12476,Masinga Sub County Hospital,Masinga Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,24,8,32,Machakos,Masinga,Masinga,Masinga Central,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
13298,Balambala Sub-District Hospital,Balambala Sub-District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,8,2,10,Garissa,Balambala,Balambala,Balambala,Operational,Yes,No,Yes,No,,Yes,Yes,No,-0.0417,39.0623
13899,Nyamarimba Sub County Hospital,Nyamarimba Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kisumu,Nyakach,Nyakach,South West Nyakach,Operational,Yes,No,No,No,,Yes,Yes,No,,
13335,Mandera Central Sub county Hospital,Mandera Central Sub county Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,48,17,65,Mandera,Mandera South,Mandera South,Elwak North,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
16128,Sio Port Sub County Hospital,Sio Port Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,36,0,36,Busia,Funyula,Samia,Ageng'a Nanguba,Operational,Yes,Yes,Yes,No,,Yes,Yes,No,,
13912,Nyamira County Refferal Hospital,Nyamira County Refferal Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,203,22,225,Nyamira,West Mugirango,Nyamira,Township,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
13913,Kinara Hospital,Kinara Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,44,6,50,Nyamira,West Mugirango,Nyamira,Township,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
13916,Nyamusi Sub-District Hospital,Nyamusi Sub-District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,50,0,50,Nyamira,North Mugirango,Nyamira North,Bokeira,Operational,No,No,No,No,,Yes,Yes,No,-0.4787,34.9825
13918,Nyanchwa  Hospital,Nyanchwa Adventist Hospital,,Level 4,Primary care hospitals,HOSPITALS,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Kisii,Nyaribari Chache,Nyaribari Chache,Kisii Central,Operational,Yes,Yes,Yes,No,,Yes,Yes,No,,
13920,Nyandiwa Level IV Hospital,Nyandiwa Level IV Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Homa Bay,Suba,Suba South,Gwassi North,Operational,No,No,No,No,,Yes,Yes,No,,
13921,Nyakach County Hospital,Nyakach County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,20,2,22,Kisumu,Nyakach,Nyakach,Central Nyakach,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
13924,Nyangena Sub District Hospital (Manga),Nyangena Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,6,0,6,Nyamira,Kitutu Masaba,Manga,Kamera,Operational,No,No,No,No,,Yes,Yes,No,,
13925,Nyangena Hospital,Nyangena Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,150,0,150,Kisii,Kitutu Chache South,Kitutu Chache South,Kitutu Central,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
13926,Nyangiela Sub District,Nyangiela Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Homa Bay,Kasipul,Rachuonyo South,West Kasipul,Operational,No,No,No,No,,Yes,Yes,No,,
13928,Nyang'oma Sub county Hospital,Nyang'oma Sub county Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,2,0,2,Kisumu,Muhoroni,Muhoroni,Masogo/Nyang'oma,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
13954,Ober Kamoth Sub County Hospital,Ober Kamoth Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,7,0,7,Kisumu,Kisumu West,Kisumu West,South West Kisumu,Operational,Yes,No,No,No,,Yes,Yes,No,,
13967,Ogongo Sub-County Hospital,Ogongo Sub-County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,7,0,7,Homa Bay,Mbita,Mbita,Lambwe,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
13970,Ojele Memorial Hospital,Ojele Memorial Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,88,2,90,Migori,Suna West,Suna West,Ragana-oruba,Operational,No,No,No,No,,Yes,Yes,No,,
13971,Ojola Sub County Hospital,Ojola Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,3,0,3,Kisumu,Kisumu West,Kisumu West,South West Kisumu,Operational,Yes,No,No,No,,Yes,Yes,No,,
13985,Omorembe Sub County Hospital,Omorembe Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Kisii,Bomachoge Chache,Bomachoge Chache,Bosoti/Sengera,Operational,No,No,No,No,,Yes,Yes,No,,
14003,Othoro Sub County Hospital,Othoro Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,20,2,22,Migori,Uriri,Uriri,North Kanyamkago,Operational,No,No,Yes,No,,Yes,Yes,No,,
14009,Oyani Sub County Hospital,Oyani Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Migori,Uriri,Uriri,East Kanyamkago,Operational,No,No,Yes,No,,Yes,Yes,No,,
14014,Pastor Machage Memorial Hospital,Pastor Machage Memorial Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,105,2,107,Migori,Suna West,Suna West,Ragana-oruba,Operational,No,No,No,No,,Yes,Yes,No,,
14017,Port Florence Hospital,Port Florence Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,36,4,40,Kisumu,Kisumu West,Kisumu West,Central Kisumu,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
14020,Rabuor Sub county Hospital,Rabuor Sub county Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,30,3,33,Kisumu,Nyando,Nyando,Kobura,Operational,No,No,No,No,,Yes,Yes,No,-0.1533,34.8298
14021,Rachar Sugar Belt Hospital,Rachar Sugar Belt Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,20,5,25,Kisumu,Muhoroni,Muhoroni,Muhoroni Koru,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
14028,Ram Hospital,Ram Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,200,6,206,Kisii,Kitutu Chache South,Kitutu Chache South,Kitutu Central,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
14033,OUR LADY F LOURDES RANGALA MISSION HOPSPITAL,Rangala Health Centre,,Level 4,Primary care hospitals,HOSPITALS,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,50,0,50,Siaya,Ugunja,Ugunja,Sidindi,Operational,Yes,No,No,No,,Yes,Yes,No,,
14036,Rangwe Sub-District Hospital,Rangwe Sub-District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,8,0,8,Homa Bay,Rangwe,Rangwe,West Gem,Operational,Yes,No,Yes,No,,Yes,Yes,No,-0.5947,34.5831
14058,Rongo Sub County Hospital,Rongo Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,42,2,44,Migori,Rongo,Rongo,Central Kamagambo,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
14063,Rwambwa Sub-county Hospital,Rwambwa Sub-county Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,37,0,37,Siaya,Alego Usonga,Alego Usonga,Usonga,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
14064,Sagam Community Hospital,Sagam Community Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,0,Siaya,Gem,Gem,East Gem,Operational,Yes,No,No,No,,Yes,Yes,No,,
14080,Siaya County Referral Hospital,Siaya County Referral Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,200,4,204,Siaya,Alego Usonga,Alego Usonga,Siaya Township,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
14081,Siaya Medical Centre,Siaya Medical Centre,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,0,Siaya,Alego Usonga,Alego Usonga,Siaya Township,Operational,No,No,No,No,,Yes,Yes,No,,
14085,Sigomere Subcounty Hospital,Sigomere Sub county Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,21,0,21,Siaya,Ugunja,Ugunja,Sigomere,Operational,No,No,No,No,,Yes,Yes,No,,
14071,Sega Cottage Hospital,Sega Cottage Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Ministry of Health,0,0,0,Siaya,Ugenya,Ugenya,North Ugenya,Operational,Yes,No,No,No,,Yes,Yes,No,0.2593,34.2255
14103,St Camillus Mission Hospital,St Camillus Mission Hospital,,Level 4,Primary care hospitals,HOSPITALS,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,118,4,122,Migori,Nyatike,Nyatike,Kachien'g,Operational,No,No,No,No,,Yes,Yes,No,-0.8397793,34.1583639
14110,St Joseph Mission Hospital,St Joseph Mission Hospital,,Level 4,Primary care hospitals,HOSPITALS,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,161,4,165,Migori,Suna East,Suna East,Suna Central,Operational,No,No,No,No,,Yes,Yes,No,-1.0708,34.4747
14120,St Monica Hospital,St Monica Hospital,,Level 4,Primary care hospitals,HOSPITALS,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,100,10,110,Kisumu,Kisumu East,Kisumu East,Kajulu,Operational,Yes,No,Yes,No,,Yes,Yes,No,-0.0422,34.7697
14117,St Luke's Hospital,St Luke's Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,0,Kisumu,Kisumu Central,Kisumu Central,Market Milimani,Operational,No,No,No,No,,Yes,Yes,No,,
14101,St Akidiva Memorial Hospital,St Akidiva Memorial Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,60,2,62,Migori,Suna West,Suna West,Waseweta II,Operational,No,No,No,No,,Yes,Yes,No,,
14130,Suba Sub-Couty Hospital,Suba Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,46,3,49,Homa Bay,Suba,Suba South,Kaksingiri West,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
14131,Suguta Sub County Hospital,Suguta Health Centre,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kisii,South Mugirango,South Mugirango,Getenga,Operational,No,No,No,No,,Yes,Yes,No,,
14139,Tabaka Mission Hospital,Tabaka Mission Hospital,,Level 4,Secondary care hospitals,HOSPITALS,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,291,62,353,Kisii,South Mugirango,South Mugirango,Tabaka,Operational,Yes,No,Yes,No,,Yes,Yes,No,-0.7445,34.6665
14150,Tom Mboya Memorial Sub-County Hospital,Tom Mboya Memorial Sub-County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,7,0,7,Homa Bay,Mbita,Mbita,Rusinga Island,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
14156,Ukwala Sub County Hospital,Ukwala Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Siaya,Ugenya,Ugenya,Ukwala,Operational,Yes,No,No,No,,Yes,Yes,No,0.193,34.1883
14165,Uyawi Sub County Hospital,Uyawi Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,18,0,18,Siaya,Bondo,Bondo,Central Sakwa,Operational,Yes,Yes,Yes,No,,Yes,Yes,No,,
14175,Yala Sub County Hospital,Yala Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,60,6,66,Siaya,Gem,Gem,Yala Township,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
14179,Nandi Hills District Hospital,Nandi Hills County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,89,5,94,Nandi,Nandi Hills,Nandi Hills,Nandi Hills,Operational,Yes,No,Yes,No,,Yes,Yes,No,0.1047,35.183
14204,Sucos Hospital,Sucos Hospital,,Level 4,Primary care hospitals,HOSPITALS,Non-Governmental Organizations,Non-Governmental Organizations,Other,25,5,30,Kajiado,Kajiado East,Kajiado East,Kaputiei North,Operational,Yes,No,Yes,No,,Yes,Yes,No,-1.5938822,36.9082484
14207,Annex Hospital (Nakuru),Annex Hospital (Nakuru),,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,60,22,82,Nakuru,Nakuru Town East,Nakuru West,London,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
14224,Bahati District Hospital,Bahati District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,65,5,70,Nakuru,Bahati,Nakuru North,Bahati,Operational,Yes,No,Yes,No,,Yes,Yes,No,-0.1674,36.1232
14228,Baragoi Sub-County Hospital,Baragoi Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,30,1,31,Samburu,Samburu North,Samburu North,El-barta,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
14230,Baraka Maternity Home,Baraka Maternity Home,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,25,12,37,Nakuru,Nakuru Town East,Nakuru East,Biashara,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
14232,Jeremic baraton Hospital,Jeremic Baraton Hospital,,Level 4,Primary care hospitals,HOSPITALS,Public Institution - Academic,Ministry of Health,Kenya MPDB,35,4,39,Nandi,Chesumei,Chesumei,Chemundu/Kapng'etunyi,Operational,Yes,No,No,No,,Yes,Yes,No,,
14294,Chebiemit District Hospital,Chebiemit Sub county Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,20,2,22,Elgeyo Marakwet,Marakwet West,Marakwet West,Moiben/Kuserwo,Operational,Yes,Yes,Yes,No,,Yes,Yes,No,0.85334,35.50237
14319,Chemogondany Hospital,Chemogondany Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,12,3,15,Kericho,Belgut,Belgut,Chaik,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
14321,Chemolingot District Hospital,Chemolingot Sub County hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,14,4,18,Baringo,Tiaty,East Pokot,Ribkwo,Operational,Yes,No,Yes,No,,Yes,Yes,No,0.9862098,35.9712128
14330,Chepareria Sub District Hospital,Chepareria Sub District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,30,0,30,West Pokot,Pokot South,Pokot South,Chepareria,Operational,Yes,No,Yes,No,,Yes,Yes,No,1.30047,35.19926
14366,Cheptalal Sub-County Hospital,Cheptalal Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,32,6,38,Bomet,Konoin,Konoin,Embomos,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
14369,Chepterwai Sub-District Hospital,Chepterwai Sub-County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,36,2,38,Nandi,Mosop,Mosop,Chepterwai,Operational,Yes,No,No,No,,Yes,Yes,No,0.5228,34.9361
14380,Cherangany Nursing Home,Cherangany Nursing Home,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,30,0,30,Trans Nzoia,Saboti,Saboti,Matisi,Operational,No,No,No,No,,Yes,Yes,No,,
14404,Doldol Sub District Hospital,Doldol Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,10,2,12,Laikipia,Laikipia North,Laikipia North,Mugogodo East,Operational,Yes,No,Yes,No,,Yes,Yes,No,0.39166,37.16561
14431,Elburgon Sub-District Hospital,Elburgon Sub-District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,40,0,40,Nakuru,Molo,Molo,Elburgon,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,-0.3033,35.8074
14432,Eldama Ravine District Hospital,Eldama Ravine Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,112,4,116,Baringo,Eldama Ravine,Koibatek,Ravine,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,0.0473,35.7302
14435,Eldoret Hospital,Eldoret Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,150,16,166,Uasin Gishu,Ainabkoi,Ainabkoi,Kapsoya,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
13747,Madiany Sub County  Hospital,Madiany Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,23,0,23,Siaya,Rarieda,Rarieda,South Uyoma,Operational,Yes,Yes,Yes,No,,Yes,Yes,No,,
